分局,派出所,警編號,位置
鳳山分局,鳳崗派出所,KC101H1181,光遠路396號前照往中山路方向
鳳山分局,鳳崗派出所,KC101H1192,安寧街94號前照往立志街方向
鳳山分局,鳳崗派出所,KC101H1183,中山路鳳山國小旁照往西園宮方向
鳳山分局,鳳崗派出所,KC101H1184,體育路35號旁照往立德街內
鳳山分局,鳳崗派出所,KC101H1185,安寧街26號前照往光華路方向
鳳山分局,鳳崗派出所,KC101H1186,光華路67號旁照往光華路與國昌路口
鳳山分局,鳳崗派出所,KC101H1187,五甲一路166號旁照往國光路方向
鳳山分局,鳳崗派出所,KC101H1188,五甲一路194號旁照往五甲一路192巷內
鳳山分局,鳳崗派出所,KC101H1189,五甲一路206號旁照往五甲一路208巷內
鳳山分局,鳳崗派出所,KC101H1190,五甲一路226號旁照往五甲一路224巷內
鳳山分局,鳳崗派出所,KC101H1191,安寧街61號前照往光華路方向
鳳山分局,鳳崗派出所,KC101H1197,中山路229巷口照往光遠路
鳳山分局,鳳崗派出所,KC101H1193,安寧街104號旁照往安寧街106巷內
鳳山分局,鳳崗派出所,KC101H1194,五甲一路140之1號旁照往安寧街方向
鳳山分局,鳳崗派出所,KC101H1195,立德街214號照往體育路方向
鳳山分局,鳳崗派出所,KC101H1196,中山路149號旁照往五甲一路34巷
鳳山分局,鳳崗派出所,KC101H1182,西園宮前路燈桿照往西園宮
鳳山分局,鳳崗派出所,KC101H1198,大東一路66號照往光遠路方向
鳳山分局,鳳崗派出所,KC101H1199,光明路143號住戶前照往維新路方向
鳳山分局,鳳崗派出所,KC101H1200,光明路172號前照往中正路方向
鳳山分局,鳳崗派出所,KC101H1201,光明路192之1號牆照往光遠路
鳳山分局,鳳崗派出所,KC101H1202,光遠路306號前照往中正路方向全景
鳳山分局,鳳崗派出所,KC101H1203,光遠路306號前照往民生路二市場方向
鳳山分局,鳳崗派出所,KC101H1204,光遠路304號前照往中正路方向車牌
鳳山分局,鳳崗派出所,KC101H1205,光遠路213號前照往大東醫院方向
鳳山分局,鳳崗派出所,KC101H1206,光遠路181號牆照往光遠路183巷口已拆除
鳳山分局,鳳崗派出所,KC101H1207,二市場67號牆照往民生路
鳳山分局,鳳崗派出所,KC101H1208,維新路102號旁照往大東一路方向
鳳山分局,鳳崗派出所,KC101H1209,維新路102號旁照往民生路方向
鳳山分局,鳳崗派出所,KC101H1210,維新路102號旁照往光明路與民生路口
鳳山分局,鳳崗派出所,KC101H1211,維新路與民生路口照往維新路南向慢車道
鳳山分局,鳳崗派出所,KC101H1212,大東一路10巷34號前照往大東一路
鳳山分局,鳳崗派出所,KC101H1213,大東一路10巷34號前照往大東醫院方向
鳳山分局,鳳崗派出所,KC101H1214,光明路129號旁照往光明路134號旁公廁
鳳山分局,鳳崗派出所,KC101H1215,二市場123號牆照往市場內
鳳山分局,鳳崗派出所,KC101H1216,二市場193號牆照往天公廟
鳳山分局,鳳崗派出所,KC101H1217,二市場65號牆照往光遠路方向
鳳山分局,鳳崗派出所,KC101H1218,光明路172號牆照往市場內
鳳山分局,鳳崗派出所,KC101H1219,光明路147之1號照往大東一路前
鳳山分局,鳳崗派出所,KC101H1220,民生路26號牆照往二市場內
鳳山分局,鳳崗派出所,KC101H1221,民生路11號牆照往二市場內
鳳山分局,鳳崗派出所,KC101H1222,光遠路205號照往維新路方向
鳳山分局,鳳崗派出所,KC101H1223,光遠路183巷19號前市場柱照往光遠路
鳳山分局,鳳崗派出所,KC101H1224,光遠路183巷17號前市場柱照往光遠路183巷23號方向
鳳山分局,鳳崗派出所,KC101H1225,光遠路187之1號前照往光遠路284號旁巷內
鳳山分局,鳳崗派出所,KC101H1226,經武路28巷8號旁照往鳳山區公所
鳳山分局,鳳崗派出所,KC101H1227,經武路28巷30號前照往鳳山轉運站方向
鳳山分局,鳳崗派出所,KC101H1228,光遠路320號前照往光明路內
鳳山分局,鳳崗派出所,KC101H1229,光遠路227號前照往經武路方向
鳳山分局,鳳崗派出所,KC101H1230,文聖街174號旁照往文聖街176巷內
鳳山分局,鳳崗派出所,KC101H1231,文聖街174號旁照往光復路
鳳山分局,鳳崗派出所,KC101H1232,文聖華泰街141巷口照往華山街方向
鳳山分局,鳳崗派出所,KC101H1233,華泰街181巷15號前照往華泰街
鳳山分局,鳳崗派出所,KC101H1234,光復路一段12巷11號照往五權路方向
鳳山分局,鳳崗派出所,KC101H1235,光復路一段12巷11號照往忠孝街
鳳山分局,鳳崗派出所,KC101H1236,忠孝街與新生街一段58巷口照往五權路方向
鳳山分局,鳳崗派出所,KC101H1237,五權路112號前照往忠孝街
鳳山分局,鳳崗派出所,KC102D0368,成功路68號前照往三民路方向
鳳山分局,鳳崗派出所,KC102D0377,成功路20號前照往中山路方向
鳳山分局,鳳崗派出所,KC102D0378,中山路94之1號前照往成功路方向
鳳山分局,鳳崗派出所,KC102D0379,中山路169號前照往成功路方向
鳳山分局,鳳崗派出所,KC102D0380,雙慈街24號旁照往成功路49巷內
鳳山分局,鳳崗派出所,KC102D0381,成功路49巷41號照往49巷方向
鳳山分局,鳳崗派出所,KC102D0382,三民路281號前照往光遠路方向
鳳山分局,鳳崗派出所,KC102D0383,三民路279號前照往中正路方向
鳳山分局,鳳崗派出所,KC102D0369,三民路193號前照往維新路
鳳山分局,鳳崗派出所,KC102D0370,三民路179號旁照往中山路方向
鳳山分局,鳳崗派出所,KC102D0371,維新路67號旁照往維新路65巷內
鳳山分局,鳳崗派出所,KC102D0372,一市場96號前照往維新路65巷
鳳山分局,鳳崗派出所,KC102D0373,一市場96號前照往一市場內
鳳山分局,鳳崗派出所,KC102D0374,成功路54號前照往54巷內
鳳山分局,鳳崗派出所,KC102D0375,成功路48號前照往三民路方向
鳳山分局,鳳崗派出所,KC102D0376,成功路36號前照往中山路方向
鳳山分局,鳳崗派出所,KC102D0384,曹公路與光復路口全景
鳳山分局,鳳崗派出所,KC102D0393,合作街34巷口照往34巷內
鳳山分局,鳳崗派出所,KC102D0394,合作街5號前照往光復路
鳳山分局,鳳崗派出所,KC102D0395,光復路20號旁照往合作街
鳳山分局,鳳崗派出所,KC102D0396,經武路95巷口照往經武路橋下
鳳山分局,鳳崗派出所,KC102D0397,經武路95巷口照往經武路95巷內
鳳山分局,鳳崗派出所,KC102D0398,合作街2號前照往中正路
鳳山分局,鳳崗派出所,KC102D0399,經武光復路口照往經武路橋上
鳳山分局,鳳崗派出所,KC102D0385,中正協和路照往博愛路方向全景
鳳山分局,鳳崗派出所,KC102D0386,中正協和路照往協和路方向
鳳山分局,鳳崗派出所,KC102D0387,協和路3巷口照往曹公路方向
鳳山分局,鳳崗派出所,KC102D0388,中正路191號前照往中正合作街口
鳳山分局,鳳崗派出所,KC102D0389,中正路182之4號旁照往經武路橋
鳳山分局,鳳崗派出所,KC102D0390,合作街38巷口照往合作街38巷內
鳳山分局,鳳崗派出所,KC102D0391,合作街38巷37號前照往合作街38巷口
鳳山分局,鳳崗派出所,KC102D0392,合作街34巷9號前照往34巷口
鳳山分局,鳳崗派出所,KC102D0400,光遠路313號前照往光遠曹公路口
鳳山分局,鳳崗派出所,KC102D0409,曹公路23號圖書館旁照往中華街方向
鳳山分局,鳳崗派出所,KC102D0410,中正路126號前照往光復路
鳳山分局,鳳崗派出所,KC102D0411,中正路171號前照往光遠路方向
鳳山分局,鳳崗派出所,KC102D0412,曹公路23號前照往光遠路方向
鳳山分局,鳳崗派出所,KC102D0413,曹公路2號前照往鳳崗所與圖書館前廣場
鳳山分局,鳳崗派出所,KC102D0414,曹公路2號前照往光復路方向
鳳山分局,鳳崗派出所,KC102D0415,曹公路23號鳳崗派出所牆照往鳳明街
鳳山分局,鳳崗派出所,KC102D0401,光遠路市刑大旁照往曹公路方向
鳳山分局,鳳崗派出所,KC102D0402,光遠路376號前照往光遠三民路口
鳳山分局,鳳崗派出所,KC102D0403,鳳明街67號前照往中正路方向
鳳山分局,鳳崗派出所,KC102D0404,鳳崗路9之10號前照往中正路方向
鳳山分局,鳳崗派出所,KC102D0405,曹公路31號前照往曹公路29巷內
鳳山分局,鳳崗派出所,KC102D0406,曹公路25號中華電信對面照往曹公信義路口
鳳山分局,鳳崗派出所,KC102D0407,曹公路25號中華電信對面照往光復路
鳳山分局,鳳崗派出所,KC102D0408,曹公路25之3號曹公廟前照往光遠路方向
鳳山分局,鳳崗派出所,KC102D0416,中山西路22號對面照往光遠路方向
鳳山分局,鳳崗派出所,KC102D0425,華泰街141巷照往141巷內
鳳山分局,鳳崗派出所,KC102D0426,華北街145號前照往文聖街方向
鳳山分局,鳳崗派出所,KC102D0427,華山街83號前照往文聖街方向
鳳山分局,鳳崗派出所,KC102D0428,忠孝街39號前照往文聖街方向
鳳山分局,鳳崗派出所,KC102D0429,忠孝街59巷1弄12號前照往文聖街方向
鳳山分局,鳳崗派出所,KC102D0430,文聖街66巷11號前照往開漳聖王廟方向
鳳山分局,鳳崗派出所,KC102D0431,華明街34號前照往五權路方向
鳳山分局,鳳崗派出所,KC102D0417,中山西路6號照往中山路方向
鳳山分局,鳳崗派出所,KC102D0418,中山西路2號前照往五權路方向
鳳山分局,鳳崗派出所,KC102D0419,捷運鳳山站2號出口照往自由路方向
鳳山分局,鳳崗派出所,KC102D0420,新生街73號前照往五權路132巷2弄巷口
鳳山分局,鳳崗派出所,KC102D0421,五權路132巷2弄2號前照往光復路方向
鳳山分局,鳳崗派出所,KC102D0422,華西街24號前照往新生街一段方向
鳳山分局,鳳崗派出所,KC102D0423,華西街24號前照往光復路方向
鳳山分局,鳳崗派出所,KC102D0424,華西街46號前照往文聖街方向
鳳山分局,鳳崗派出所,KC103D0381,五權路131號前照往光復路方向
鳳山分局,鳳崗派出所,KC103D0382,光復路250號旁照往新生街方向
鳳山分局,鳳崗派出所,KC103D0383,光復路250號前照往文聖街方向
鳳山分局,鳳崗派出所,KC103D0384,光復路一段1號前照往曹公路方向
鳳山分局,鳳崗派出所,KC103D0385,五權路126號前照往光復路方向
鳳山分局,鳳崗派出所,KC103D0386,五權路126號前照往新生街方向
鳳山分局,鳳崗派出所,KC103D0387,中山西路117號前照往文聖街方向
鳳山分局,鳳崗派出所,KC103D0388,信義街99號民宅後方屋角照往中山西路100巷內
鳳山分局,鳳崗派出所,KC103D0389,中山西路63號前照往青年路方向
鳳山分局,鳳崗派出所,KC103D0390,中山西路102之9號前照往開漳聖王廟方向
鳳山分局,鳳崗派出所,KC103D0391,文聖街53號前照往光復路方向
鳳山分局,鳳崗派出所,KC103D0392,忠義街132號前照往忠水街方向
鳳山分局,鳳崗派出所,KC103D0393,忠義街162號前照往忠水街方向
鳳山分局,鳳崗派出所,KC103D0394,自立街162號前照往文聖街方向
鳳山分局,鳳崗派出所,KC103D0395,忠義街132號前照往文聖街方向
鳳山分局,鳳崗派出所,KC103D0396,文聖街73號前照往中山西路方向
鳳山分局,鳳崗派出所,KC105A0061,開明街15巷19號旁向南
鳳山分局,鳳崗派出所,KC105A0062,開明街15巷19號前向西
鳳山分局,鳳崗派出所,KC105A0063,開明街15巷19號前全景之向東
鳳山分局,鳳崗派出所,KC105A0064,開明街15巷19號前全景之向南
鳳山分局,鳳崗派出所,KC106C0419,KC106C0419鳳山站1號出口北向南
鳳山分局,鳳崗派出所,KC106C0420,KC106C0420鳳山站2號出口南向北
鳳山分局,鳳崗派出所,KC106C0421,KC106C0421自由路與光遠路口西向東
鳳山分局,鳳崗派出所,KC106C0422,KC106C0422自由路與光遠路口東向西
鳳山分局,鳳崗派出所,KC106C0423,KC106C0423光遠路與復興街口北向南
鳳山分局,成功派出所,KC106C0424,KC106C0424鳳山國中站1號出口西向東
鳳山分局,成功派出所,KC106C0425,KC106C0425鳳山國中站2號出口西向東
鳳山分局,成功派出所,KC106C0426,KC106C0426鳳山國中站3號出口西南向東北
鳳山分局,成功派出所,KC106C0427,KC106C0427大東站1號出口西向東
鳳山分局,成功派出所,KC106C0428,KC106C0428大東站2號出口西向東
鳳山分局,成功派出所,KC106C0429,KC106C0429光遠路與大東一路口西向東
鳳山分局,成功派出所,KC106C0430,KC106C0430光遠路與大東一路口北向南
鳳山分局,成功派出所,KC106C0431,KC106C0431光遠路與大東一路口東向西
鳳山分局,成功派出所,KC106C0432,KC106C0432光遠路與大東一路口西向東
鳳山分局,成功派出所,KD00055,鳳林路往大寮北
鳳山分局,成功派出所,KD00056,鳳東路往陸官後門
鳳山分局,成功派出所,KD00057,鳳林路往中山東路南
鳳山分局,成功派出所,KD00058,鳳東路往誠德街
鳳山分局,成功派出所,KD00059,鳳林路與鳳東路口往大寮全景
鳳山分局,成功派出所,KC101C0183,中山路87巷口照往中山與大東全景
鳳山分局,成功派出所,KC101C0184,立志街照往五甲路方向
鳳山分局,成功派出所,KC101C0185,五甲一路與立志街全景
鳳山分局,成功派出所,KC101C0186,五甲一路與立志街照往中山路全
鳳山分局,成功派出所,KC101C0187,立信街93號照往和興街方向
鳳山分局,成功派出所,KC101C0188,五甲一路照往中山路慢車道
鳳山分局,成功派出所,KC101C0189,和德街陽光西班牙大樓前往公園
鳳山分局,成功派出所,KC101C0190,中山路87巷底照往中山路
鳳山分局,成功派出所,KD00074,中山東路往鳳山機車道西
鳳山分局,成功派出所,KD00075,仁愛路往博愛路西
鳳山分局,成功派出所,KD00076,中山東路往鳳山汽車道西
鳳山分局,成功派出所,KD00077,中山東路往大寮機車道西
鳳山分局,成功派出所,KD00078,中山東路與仁愛路口ch5西104蘇維
鳳山分局,成功派出所,KD00079,中山東路往大寮汽車道西
鳳山分局,成功派出所,KC101C0191,中山東路與維武路口全景
鳳山分局,成功派出所,KC101C0192,中山東路全景西
鳳山分局,成功派出所,KC101C0193,維武路往陸官汽車道西
鳳山分局,成功派出所,KC101C0194,中山東路往大寮西
鳳山分局,成功派出所,KC101C0195,維武路往陸官機車道西
鳳山分局,成功派出所,KC101C0196,維武路往黃埔路西
鳳山分局,成功派出所,KD00086,瑞興路往瑞興國小西
鳳山分局,成功派出所,KD00087,瑞竹路往博愛路北
鳳山分局,成功派出所,KD00088,瑞興路往中山東路東
鳳山分局,成功派出所,KD00089,瑞興路照往中山東路東
鳳山分局,成功派出所,KD00094,瑞興路往瑞竹路車牌
鳳山分局,成功派出所,KD00095,博愛路往博愛橋西
鳳山分局,成功派出所,KD00096,瑞興路往勝利路車牌
鳳山分局,成功派出所,KD00097,博愛路往瑞興國小車牌
鳳山分局,成功派出所,KD00098,瑞興路與博愛路口全景
鳳山分局,成功派出所,KD00099,瑞興路往瑞興路422巷26弄口
鳳山分局,成功派出所,KD00100,瑞鳳街與瑞興路口全景
鳳山分局,成功派出所,KC101C0376,中山路往派出所東
鳳山分局,成功派出所,KC101C0377,中山東路往3巷內北
鳳山分局,成功派出所,KC101C0378,中山路往三民路西
鳳山分局,成功派出所,KC101C0379,王生明路往國泰路南
鳳山分局,成功派出所,KD00118,光華東光華南往王生明路西
鳳山分局,成功派出所,KD00119,光華東光華南往五甲路北
鳳山分局,成功派出所,KD00120,光華東光華南往國泰路南
鳳山分局,成功派出所,KD00121,光華東光華南往橋全景
鳳山分局,成功派出所,KD00122,光華東光華南往誠義路南
鳳山分局,成功派出所,KD00123,博愛瑞竹往光遠路西
鳳山分局,成功派出所,KD00124,博愛路與瑞竹路口往瑞興國小方向全景
鳳山分局,成功派出所,KD00125,博愛瑞竹往勝利路東
鳳山分局,成功派出所,KD00126,博愛路180巷西
鳳山分局,成功派出所,KD00127,博愛瑞竹往瑞興路車牌
鳳山分局,成功派出所,KD00128,博愛路與瑞竹路口主機南
鳳山分局,成功派出所,KD00129,光遠黃埔往中山東路東
鳳山分局,成功派出所,KD00130,光遠路與黃埔路口之全景
鳳山分局,成功派出所,KD00131,光遠黃埔往大東醫院西
鳳山分局,成功派出所,KD00132,光遠黃埔往黃埔路南
鳳山分局,成功派出所,KD00133,光遠黃埔往光遠路70巷東
鳳山分局,成功派出所,KD00139,中山東往屏東慢車道西
鳳山分局,成功派出所,KD00140,中山東往屏東外車道西
鳳山分局,成功派出所,KD00141,中山東往屏東內車道西
鳳山分局,成功派出所,KD00142,中山東往鳳山慢車道西
鳳山分局,成功派出所,KD00143,中山東往鳳山外車道西
鳳山分局,成功派出所,KD00144,中山東往鳳山內車道西
鳳山分局,成功派出所,KD00145,中山東往誠德街西
鳳山分局,成功派出所,KD00146,中山東路與勝利路口主機全景之西
鳳山分局,成功派出所,KD00147,中山東路往鳳山慢車西
鳳山分局,成功派出所,KD00148,中山東往鳳山外車道西
鳳山分局,成功派出所,KD00149,中山東往鳳山內車道西
鳳山分局,成功派出所,KD00150,中山東路往屏東慢車東
鳳山分局,成功派出所,KD00151,中山東往屏東外車道東
鳳山分局,成功派出所,KD00152,中山東往屏東內車道東
鳳山分局,成功派出所,KD00153,中山東路與瑞興路口主機全景1之西
鳳山分局,成功派出所,KD00154,中山東路與瑞興路口主機全景2之西
鳳山分局,成功派出所,KC100E012,光遠路與經武路口向南慢車道
鳳山分局,成功派出所,KC100E013,光遠路與經武路口向南快車道
鳳山分局,成功派出所,KC100E014,光遠路與經武路口向西慢車道
鳳山分局,成功派出所,KC100E015,光遠路與經武路口向西快車道
鳳山分局,成功派出所,KC100E016,光遠路與維新路口向北慢車道
鳳山分局,成功派出所,KC100E017,光遠路與維新路口向北快車道
鳳山分局,成功派出所,KC100E018,光遠路與維新路口向東慢車道
鳳山分局,成功派出所,KC100E019,光遠路與維新路口向東快車道
鳳山分局,成功派出所,KC100E020,光遠路與維新路口全景
鳳山分局,成功派出所,KC100E021,光遠路大東路口騎樓
鳳山分局,成功派出所,KC100E022,光遠路大東公園向西
鳳山分局,成功派出所,KC100G0835,王生明路2之5號南往北
鳳山分局,成功派出所,KC100G0836,王生明路3號前北往南
鳳山分局,成功派出所,KC100G0837,王生明路5號對面照往光華南路方向
鳳山分局,成功派出所,KC100G0838,王生明路150之8號前照往王生明路85巷口
鳳山分局,成功派出所,KC100G0839,王生明路101號前照往王生明路85巷口
鳳山分局,成功派出所,KC100G0840,王生明路103巷1號前照往王生明路85巷口
鳳山分局,成功派出所,KC100G0841,王生明路85巷15號前照往王生明路85巷內
鳳山分局,成功派出所,KC100G0842,王生明路85巷15號前照往王生明路85巷17號方向
鳳山分局,成功派出所,KC100G0843,王生明路23巷118號前 向東
鳳山分局,成功派出所,KC100G0844,王生明路118號前照往光華東路方向
鳳山分局,成功派出所,KC100G0845,光華東路169巷8號前照往王生明路23巷口
鳳山分局,成功派出所,KC100G0846,王生明路23巷90號旁照往光華南路90巷內
鳳山分局,成功派出所,KC100G0847,王生明路23巷90號旁照往王生明路23巷
鳳山分局,成功派出所,KC100G0848,王生明路23巷48號旁照往生明路23巷55號方向
鳳山分局,成功派出所,KC100G0849,王生明路23巷21號旁照往王生明路23巷20號方向
鳳山分局,成功派出所,KC100G0850,光華南路60號旁照往王生明路23巷內
鳳山分局,成功派出所,KC100G0851,中山東路32巷口照往鳳林路方向
鳳山分局,成功派出所,KC100G0852,中山東路38巷口照往鳳林路方向
鳳山分局,成功派出所,KC100G0853,中山東路與光遠東路口往屏東慢
鳳山分局,成功派出所,KC100G0854,中山東路58巷口照往鳳林路方向
鳳山分局,成功派出所,KC100G0855,中山東路60巷口照往鳳林路方向
鳳山分局,成功派出所,KC100G0856,中山東路62巷口照往鳳林路方向
鳳山分局,成功派出所,KC100G0857,中山東路與光遠東路口往屏東快
鳳山分局,成功派出所,KC100G0858,中山東路76巷口照往鳳林路方向
鳳山分局,成功派出所,KC100G0859,仁愛路17巷口照往仁愛路17巷內
鳳山分局,成功派出所,KC100G0860,照往仁愛路10巷口照往仁愛路方向
鳳山分局,成功派出所,KC100G0861,照往仁愛路22巷口照往仁愛路22巷內
鳳山分局,成功派出所,KC100G0862,仁愛路40巷口照往鳳林路方向
鳳山分局,成功派出所,KC100G0863,仁愛路60巷口照往鳳林路方向
鳳山分局,成功派出所,KC100G0864,四維街140號前照往四維街道路右側
鳳山分局,成功派出所,KC100G0865,中山東路90巷H棟車道口照往中山東路90巷底
鳳山分局,成功派出所,KC100G0866,中山東路90巷H棟車道口照往四維街方向
鳳山分局,成功派出所,KC100G0867,瑞竹路168巷口照往瑞竹路168巷內
鳳山分局,成功派出所,KC100G0868,瑞竹路188號旁照往瑞竹路190巷內
鳳山分局,成功派出所,KC100G0869,瑞竹路204號旁照往瑞順街內
鳳山分局,成功派出所,KC100G0870,瑞竹路212號旁照往瑞竹路210巷內
鳳山分局,成功派出所,KC100G0871,瑞竹路244號旁照往瑞明街內
鳳山分局,成功派出所,KC100G0872,博愛路183號旁照往瑞明街內
鳳山分局,成功派出所,KC100G0873,博愛路141號旁照往瑞進路內
鳳山分局,成功派出所,KC100G0874,中山東路229巷12弄45之6號前照往中山東路229巷12弄內
鳳山分局,成功派出所,KC100G0875,博愛路69巷口照往博愛路69巷內
鳳山分局,成功派出所,KC100G0876,中山東路229巷口照往中山東路229巷內
鳳山分局,成功派出所,KC100G0877,中山東路223巷口照往中山東路
鳳山分局,成功派出所,KC100G0878,中山東路219巷口照往中山東路219巷內
鳳山分局,成功派出所,KC100G0879,中山東路213巷6號前照往中山東路213巷內
鳳山分局,成功派出所,KC100G0880,中山東路207號路口旁照往瑞興路內
鳳山分局,成功派出所,KC100G0881,瑞竹路44巷1號旁照往瑞竹路44巷內
鳳山分局,成功派出所,KC100G0882,光遠路70巷2弄口照往光遠路70巷內
鳳山分局,成功派出所,KC100G0883,瑞竹路與瑞芳街口照往瑞芳街內
鳳山分局,成功派出所,KC100G0884,瑞竹路與瑞和街口照往瑞和街底
鳳山分局,成功派出所,KC100G0885,瑞和街4巷口照往瑞和街4巷底
鳳山分局,成功派出所,KC100G0886,瑞和街20巷口照往瑞和街20巷底
鳳山分局,成功派出所,KC100G0887,瑞竹路與瑞芳街口照往瑞興路全景
鳳山分局,成功派出所,KC100G0888,瑞竹路與瑞芳街口照往瑞芳街底
鳳山分局,成功派出所,KC100G0889,瑞芳街8巷口照往瑞芳街8巷底
鳳山分局,成功派出所,KC100G0890,瑞芳街24巷口照往瑞芳街24巷底
鳳山分局,成功派出所,KC100G0891,瑞芳街40巷口照往瑞芳街40巷底
鳳山分局,成功派出所,KC100G0892,瑞芳街62巷口照往瑞芳街62巷底
鳳山分局,成功派出所,KC100G0893,瑞竹路153巷口照往巷內
鳳山分局,成功派出所,KC100G0894,瑞竹路201號前瑞興路向南
鳳山分局,成功派出所,KC100G0895,瑞竹路213巷口照往瑞竹路213巷底
鳳山分局,成功派出所,KC100G0896,瑞竹路227巷口照往227巷底
鳳山分局,成功派出所,KC100G0897,瑞竹路239巷照往巷口瑞竹路方向
鳳山分局,成功派出所,KC100G0898,瑞順街88號前照往瑞興路方向朝西
鳳山分局,成功派出所,KC100G0899,杭州街4號照往杭州東街車牌
鳳山分局,成功派出所,KC100G0900,杭州街32號照往鳳東路
鳳山分局,成功派出所,KC100G0901,杭州街83號杭州街照往鳳東路
鳳山分局,成功派出所,KC100G0902,杭州街83號照往西湖街
鳳山分局,成功派出所,KC100G0903,鳳東路480號照往杭州街車牌
鳳山分局,成功派出所,KC100G0904,鳳東路480號照往杭州街全景
鳳山分局,成功派出所,KC100G0905,杭州西街永盛車道照往108號
鳳山分局,成功派出所,KC100G0906,西湖街97號照往杭州西街
鳳山分局,成功派出所,KC100G0907,西湖街97號照往杭州街
鳳山分局,成功派出所,KC100G0908,鳳東路536號前照往杭州西街
鳳山分局,成功派出所,KC100G0909,鳳林路與杭州街口照往大寮方向快車道
鳳山分局,成功派出所,KC100G0910,鳳林路與杭州街口照往仁愛路方向
鳳山分局,成功派出所,KC100G0911,黃埔四村二巷36號對面照往陸軍官校後門
鳳山分局,成功派出所,KC100G0912,鳳林路49號對面照往黃埔公園
鳳山分局,成功派出所,KC100G0913,鳳林路與杭州街口照往大寮方向慢車道
鳳山分局,成功派出所,KC100G0914,鳳林路與仁愛路口照往成功所方向快車道
鳳山分局,成功派出所,KC100G0915,誠勇路183號前 向東
鳳山分局,成功派出所,KC100G0916,誠勇路188號旁 向北
鳳山分局,成功派出所,KC100G0917,誠勇路188號旁照往河堤街42巷方向
鳳山分局,成功派出所,KC100G0918,鳳頂路485號旁照往誠勇路內
鳳山分局,成功派出所,KC100G0919,誠勇路31號前照往鳳頂路方向
鳳山分局,成功派出所,KC100G0920,誠義路36巷2號前照往鳳頂路方向
鳳山分局,成功派出所,KC100G0921,鳳頂路469巷1號前照往河堤街方向
鳳山分局,成功派出所,KC100G0922,鳳頂路451巷1號前照往河堤街方向
鳳山分局,成功派出所,KC100G0923,誠義路18巷2號前照往鳳頂路方向
鳳山分局,成功派出所,KC100G0924,凱旋路與河堤街口照往河堤街內
鳳山分局,成功派出所,KC100G0925,凱旋路與河堤街口照往凱旋路方向
鳳山分局,成功派出所,KC100G0926,誠義路與誠平路口照往誠義與平路口全景
鳳山分局,成功派出所,KC100G0927,誠愛路58號前照往誠愛與誠平路全景
鳳山分局,成功派出所,KC100G0928,誠平路270號旁照往河堤街118巷方向
鳳山分局,成功派出所,KC100G0929,誠平路181號旁照往河堤街150巷方向
鳳山分局,成功派出所,KC100G0930,誠平路181號前照往誠義路方向
鳳山分局,成功派出所,KC100G0931,中山東路168巷110號旁照往中山東路168巷內
鳳山分局,成功派出所,KC100G0932,中山東路152巷136號照往中山東路152巷內
鳳山分局,成功派出所,KC100G0933,中山東路136巷口照往中山東路136巷內
鳳山分局,成功派出所,KC100G0934,鳳東路333巷12號旁照往鳳東路333巷內
鳳山分局,成功派出所,KC100G0935,鳳東路333巷68號旁照往鳳東路333巷內
鳳山分局,成功派出所,KC100G0936,鳳東路351號前照往中山東192巷方向
鳳山分局,成功派出所,KC100G0937,鳳東路346號旁照往誠德街方向
鳳山分局,成功派出所,KC100G0938,中山東路128號旁照往中山東路130巷內
鳳山分局,成功派出所,KC100G0939,鳳東路224號往誠德街方向
鳳山分局,成功派出所,KC100G0940,中山東路134號旁照往中山東路136巷內
鳳山分局,成功派出所,KC100G0941,中山東路150號旁照往中山東路152巷內
鳳山分局,成功派出所,KC100G0942,中山東路170號旁照往中山東路168巷內
鳳山分局,成功派出所,KC100G0943,中山東路178巷1號旁照往中山東路178巷內
鳳山分局,成功派出所,KC100G0944,中山東路188巷16號附1旁照往中山東路178巷方向
鳳山分局,成功派出所,KC100G0945,中山東路188巷68號前照往中山東路188巷內
鳳山分局,成功派出所,KC100G0946,鳳東路252號對面照往誠群街
鳳山分局,成功派出所,KC100G0947,中山東路25號旁照往中山東路27巷內
鳳山分局,成功派出所,KC100G0948,中山東路27巷8號旁
鳳山分局,成功派出所,KC100G0949,鎮東街37號照往路口福德宮旁
鳳山分局,成功派出所,KC100G0950,黃埔路31號照往光遠路全景
鳳山分局,成功派出所,KC100G0951,中山東路3弄3號前照往中山東路3巷8弄內
鳳山分局,成功派出所,KC100G0952,鎮東街109號前照往中山東路方向
鳳山分局,成功派出所,KC100G0953,黃埔路55巷52號斜對面照往黃埔路55巷內
鳳山分局,成功派出所,KC100G0954,黃埔路55巷16號前照往黃埔路55巷內
鳳山分局,成功派出所,KC100G0955,黃埔路78號前照往黃埔路76巷內
鳳山分局,成功派出所,KC100G0956,黃埔路90巷口對面照往黃埔路90巷內
鳳山分局,成功派出所,KC100G0957,黃埔路104巷口對面照往黃埔路104巷內
鳳山分局,成功派出所,KC100G0958,黃埔路101巷42號前黃埔路101巷內
鳳山分局,成功派出所,KC100G0959,黃埔路32巷101號前照往黃埔路128巷內
鳳山分局,成功派出所,KC100G0960,黃埔路32巷39號旁照往黃埔路32巷內
鳳山分局,成功派出所,KC100G0961,鎮東街1號旁照往黃埔路方向
鳳山分局,成功派出所,KC100G0962,鎮東街1號旁照往中山東路方向
鳳山分局,成功派出所,KC101D1597,杭州街與鳳林路口照往大寮全景
