分局,派出所,警編號,位置
三民二分局,陽明所,KC98C1428,三民區黃興路與應安街口向西
三民二分局,陽明所,KC98C1429,三民區應安街與澄平街口向東106維
三民二分局,陽明所,KC98C1430,三民區澄和路與應安街口向北106維
三民二分局,陽明所,KC98C1431,三民區澄和路222號前向西106維
三民二分局,陽明所,KC98C1432,三民區澄和路204號對面向北106維
三民二分局,陽明所,KC98C1433,三民區澄和路194號對面向北106維
三民二分局,陽明所,KC98C1434,三民區澄和路190巷11號前向北106維
三民二分局,陽明所,KC98C1436,三民區澄和路194號對面向東106維
三民二分局,陽明所,KC98C1437,澄平街219巷口向北
三民二分局,陽明所,KC98C1443,三民區澄和路158巷與陽明路403巷口向北106維
三民二分局,陽明所,KC98C1444,三民區澄和路與澄和路169巷口向東106維
三民二分局,陽明所,KC98C1445,三民區澄和路與澄和路169巷口向南106維
三民二分局,陽明所,KC98C1451,三民區澄和路陽明公園門口前向西106維
三民二分局,陽明所,KC98C1452,三民區澄平街236號前向東106維
三民二分局,陽明所,KC98C1453,三民區澄平街與澄和路158巷口向東106維
三民二分局,陽明所,KC98C1442,陽明路與黃興路口向高雄銀行門口向南
三民二分局,陽明所,KC98C1457,陽明路471巷口向陽明路471巷內向西
三民二分局,陽明所,KC98C1460,三民區陽明路483號前向北106維
三民二分局,陽明所,KC98C1458,陽明路499號右邊向南
三民二分局,陽明所,KC98C1459,陽明路與澄明街口向東
三民二分局,陽明所,KC98E4241,三民區陽明路與陽明路296巷口向北106維
三民二分局,陽明所,KC98E4242,天民路79號前向北105維
三民二分局,陽明所,KC98E4244,陽明路326號向北105維拍至楊明澄和
三民二分局,陽明所,KC98E4245,黃興路55號向東105維
三民二分局,陽明所,KC98E4246,陽明路420號向北105維
三民二分局,陽明所,KC98E4248,清華街與澄明街向南105維
三民二分局,陽明所,KC98E4249,澄和路29號對面向西105維
三民二分局,陽明所,KC98E4250,澄和路99號向東105維
三民二分局,陽明所,KC98E4251,三民區澄和路151號前向東106維
三民二分局,陽明所,KC98E4252,天民路41巷22號向南105維
三民二分局,陽明所,KC98E4253,義華路38號向西105維
三民二分局,陽明所,KC98E4257,清華街206號向北105維
三民二分局,陽明所,KC98E4258,澄明街5號向東105維
三民二分局,陽明所,KC98E4259,澄明街5號向西105維
三民二分局,陽明所,KC98E4260,澄清路723巷口向西105維
三民二分局,陽明所,KC98E4261,清風街10號向西105維
三民二分局,陽明所,KC98E4262,清華街與天民路口向北105維
三民二分局,陽明所,KC98E4264,澄清路與澄和路向西105維
三民二分局,陽明所,KC98E4265,澄平街138號對面向東105維
三民二分局,陽明所,KC98E4266,三民區澄清路與天民路口向天民路向西106維
三民二分局,陽明所,KC98E4267,澄和路126巷口向西105維
三民二分局,陽明所,KC98E4268,清華路與清風街口向北105維
三民二分局,陽明所,KC98E4269,義和路61巷與清華街向西105維
三民二分局,陽明所,KC98E4305,義和路41號向南104維
三民二分局,陽明所,KC98E4306,義華路19號前向東104維
三民二分局,陽明所,KC98E4307,三民區義和路1號前向東
三民二分局,陽明所,KC98E4309,三民區陽明路與陽明路170巷口向東106維
三民二分局,陽明所,KC98E4310,澄清路與褒揚街口向西
三民二分局,陽明所,KC98E4311,三民區覺民路8號前向西107維
三民二分局,陽明所,KC98E4312,三民區覺民路54號前向西106維
三民二分局,陽明所,KC98E4313,褒揚街64號向西104維
三民二分局,陽明所,KC98E4314,陽明路64號向北104維
三民二分局,陽明所,KC98E4315,陽明路126號向北104維
三民二分局,陽明所,KC98E4316,三民區陽明路192號前向北106維
三民二分局,陽明所,KC98E4317,褒揚街129號向東
三民二分局,陽明所,KC98E4320,褒揚街102號旁清華街上向北
三民二分局,陽明所,KC98E4321,三民區民祥街46號前向南107維
三民二分局,陽明所,KC98E4322,民禮路50號對面向南
三民二分局,陽明所,KC98E4323,民信路39號前向北
三民二分局,陽明所,KC98E4324,民本街34號對面向南104維
三民二分局,陽明所,KC98E4325,三民區褒揚東街近澄清路第一根電線桿向東106維
三民二分局,陽明所,KC98E4326,三民區褒揚東街與文安南路向西106維
三民二分局,陽明所,KC98E4327,三民區文安南路180號前向南106維
三民二分局,陽明所,KC98E4328,三民區澄清路350巷向西106維
三民二分局,陽明所,KC98E4329,澄清路350巷向東104維
三民二分局,陽明所,KC98E4330,三民區文安南路與建國路三段向北106維
三民二分局,陽明所,KC98E4331,三民區建國路三段近澄照街口向西南106維
三民二分局,陽明所,KC98E4332,文濱路與產業道路向北104維
三民二分局,陽明所,KC98E4333,三民區文濱路18號前向北107維
三民二分局,陽明所,KC98E4334,三民區褒揚東街與文濱路口向西106維
三民二分局,陽明所,KC98E4335,三民區褒揚東街與文濱路口向東107維
三民二分局,陽明所,KC98E4336,澄清與澄照街向北104維
三民二分局,陽明所,KC98E4289,三民區覺民路257號前向東106維
三民二分局,陽明所,KC98E4290,覺民路215號向東
三民二分局,陽明所,KC98E4291,民壯路33號前向南
三民二分局,陽明所,KC98E4292,陽明路43巷與民業路向南
三民二分局,陽明所,KC98E4293,陽明路43巷與民業路向西
三民二分局,陽明所,KC98E4294,民豐路14號前向南
三民二分局,陽明所,KC98E4295,民業路25巷1號旁向西
三民二分局,陽明所,KC98E4296,九如一路170巷口向北
三民二分局,陽明所,KC98E4297,三民區水源路與水源路255巷口向西106維
三民二分局,陽明所,KC98E4298,三民區九如一路186巷與186巷1弄口向北106維
三民二分局,陽明所,KC98E4299,九如一路202號向北
三民二分局,陽明所,KC98E4300,三民區水源路與九如一路186巷1弄口向東106維
三民二分局,陽明所,KC98E4301,三民區九如一路214巷向東南106維
三民二分局,陽明所,KC98E4302,三民區九如一路214巷與水源路255巷口向北106維
三民二分局,陽明所,KC98E4303,九如一路214巷22弄向東
三民二分局,陽明所,KC98E4304,九如一路170巷口向南
三民二分局,陽明所,KC98E4337,三民區民壯路16號前向北106維
三民二分局,陽明所,KC98E4338,三民區陽明路55號前向南106維
三民二分局,陽明所,KC98E4339,三民區覺民路77號前向東106維
三民二分局,陽明所,KC98E4341,覺民路與民禮路向南
三民二分局,陽明所,KC98E4342,三民區陽明路與陽明路58巷口向北106維
三民二分局,陽明所,KC98E4343,三民區陽明路36巷31號向東
三民二分局,陽明所,KC98E4344,陽明路16巷底向南
三民二分局,陽明所,KC98E4345,三民區九如一路24巷口向東北
三民二分局,陽明所,KC98E4346,三民區九如一路76號前向西106維
三民二分局,陽明所,KC98E4347,九如一路與民業路口民業路上向北
三民二分局,陽明所,KC98E4348,三民區陽明路8號前向北106維
三民二分局,陽明所,KC98E4349,三民區陽明路9號前向南106維
三民二分局,陽明所,KC98E4350,三民區陽明路與陽明路56巷口向北106維
三民二分局,陽明所,KC98E4351,三民區澄照街45號向東
三民二分局,陽明所,KC98E4352,三民區陽明路65號對面向南106維
三民二分局,陽明所,KC98E4353,三民區應安街73號前向南106維
三民二分局,陽明所,KC98E4354,義華路231號向東
三民二分局,陽明所,KC98E4355,義發街43號前向南105維
三民二分局,陽明所,KC98E4356,義華路199巷口向南105維
三民二分局,陽明所,KC98E4357,義華路175號向東105維
三民二分局,陽明所,KC98E4358,義明街8號向北
三民二分局,陽明所,KC98E4359,三民區義華路與義華路159巷口向南107維
三民二分局,陽明所,KC98E4360,義華與義光路口向南105維
三民二分局,陽明所,KC98E4361,義華路143號向東105維拍至陽明義華
三民二分局,陽明所,KC98E4362,陽明231號前向南104蘇維
三民二分局,陽明所,KC98E4363,陽明路207巷口向西
三民二分局,陽明所,KC98E4364,陽明路207巷口向南105維
三民二分局,陽明所,KC98E4365,陽明與褒揚路口向西105維
三民二分局,陽明所,KC98E4366,陽明路207巷76號對面向東
三民二分局,陽明所,KC98E4367,三民區義華路與義華路287巷口向南106維
三民二分局,陽明所,KC98E4368,三民區義華路263號前向東
三民二分局,陽明所,KC98E4369,褒揚街357號前向東105維
三民二分局,陽明所,KC98E4370,褒揚街186號對面向西105維
三民二分局,陽明所,KC98E4371,褒揚街293之1號向東105維
三民二分局,陽明所,KC98E4372,民孝路93巷口向東105維
三民二分局,陽明所,KC98E4373,三民區陽明路與陽明路151巷口向西
三民二分局,陽明所,KC98E4374,陽明路107號向南105維
三民二分局,陽明所,KC98E4375,民壯路45號向北105維
三民二分局,陽明所,KC98E4376,覺民路172號向西105維
三民二分局,陽明所,KC98E4377,覺民路196巷口向北105維
三民二分局,陽明所,KC98E4379,覺民路218號向西105維
三民二分局,陽明所,KC98E4380,覺民路236巷向北105維
三民二分局,陽明所,KC98E4382,覺民路260號向西105維
三民二分局,陽明所,KC98E4383,三民區覺民路與覺民路286巷口向北106維
三民二分局,陽明所,KC98E4384,三民區褒揚街與覺民路286巷口向北106維
三民二分局,陽明所,KC98E4385,民業路與民業路13巷口向西
三民二分局,陽明所,KC98E4386,民業路22號對面向南105維
三民二分局,陽明所,KC98E4387,九如一路與九如一路95巷口向南
三民二分局,陽明所,KC98E4388,九如一路61號前向南
三民二分局,陽明所,KC98E4389,正義與九如路口向北
三民二分局,陽明所,KC98E4390,自強橋西側旁向南104蘇維
三民二分局,陽明所,KC98E4391,水源路與自強橋西側口向西105維
三民二分局,陽明所,KC98E4392,三民區正義路325號前向南107維
三民二分局,陽明所,KC98E4393,三民區水源路49巷與正義路311巷口向北107維
三民二分局,陽明所,KC98E4394,正義路311巷與水源路109巷口向東105維
三民二分局,陽明所,KC98E4395,水源路223號前向南
三民二分局,陽明所,KC98E4396,水源路139號前向東
三民二分局,陽明所,KC98E4398,水源路57號前向東105維
三民二分局,陽明所,KC98E4399,正義與水源路口向南105維
三民二分局,陽明所,KC98E4400,正義路333號對面向北
三民二分局,陽明所,KC98E4401,應安街與澄和路口向北
三民二分局,陽明所,KC98E4402,澄和路240號向西104維
三民二分局,陽明所,KC98E4403,三民區澄和路284號前向西107維
三民二分局,陽明所,KC98E4404,澄和路280巷13弄口向東104維
三民二分局,陽明所,KC98E4405,皓東路246巷88弄向北104維
三民二分局,陽明所,KC98E4406,皓東路246巷69號向北104維
三民二分局,陽明所,KC98E4407,應安街與黃興路口向西南104維
三民二分局,陽明所,KC98E4408,黃興路與清明街口向西南104維
三民二分局,陽明所,KC98E4409,黃興路與黃興路216巷口向西北104維
三民二分局,陽明所,KC98E4410,黃興路353巷與黃興路向東南
三民二分局,陽明所,KC98E4411,信國路63號朝59號向東南104維
三民二分局,陽明所,KC98E4412,應安街與澄平街口向西104維
三民二分局,陽明所,KC98E4413,三民區應安街與信國路口向西107維
三民二分局,陽明所,KC98E4414,三民區應安街與黃興路口向西106維
三民二分局,陽明所,KC98E4415,信國路與黃興路口向西
三民二分局,陽明所,KC98E4416,澄平街與高速便道向東
三民二分局,陽明所,KC98E4417,三民區皓東路與皓東路246巷口向北107維
三民二分局,陽明所,KC98E4418,三民區皓東路276號前向東106維
三民二分局,陽明所,KC98E4419,三民區皓東路與秋元街口向東北106維
三民二分局,陽明所,KC98E4420,三民區皓東路與澄明街口向東北106維
三民二分局,陽明所,KC98E4421,三民區澄明街與清榮街口向東南106維
三民二分局,陽明所,KC98E4422,三民區澄明街271號前向東106維
三民二分局,陽明所,KC98E4423,東光國小後門澄明街與黃興路216巷口向東
三民二分局,陽明所,KC98E4424,東光國小後門澄明街出口向東
三民二分局,陽明所,KC98E4425,澄明街向應安街向西南
三民二分局,陽明所,KC98E4426,澄明街向黃興路216巷向西南
三民二分局,陽明所,KC98E4427,汾陽街與澄明街口向南
三民二分局,陽明所,KC98E4428,三民區澄明街287號前向東106維
三民二分局,陽明所,KC98E4429,三民區清榮街與黃興路口向公有停車場向東北106維
